Week,DPR no.,Report Date,Medium,Source ID ,Source title ,Source type,Content provider,No. of Correction,Pub year,Volume ,Issue,Article/Iss,Article title,Type of request,Correction Field,Correction Type,Missing/Error,CAR Supplier
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,1,Article ,"INSTITUTIONAL MARKET AND URBAN AND PERIURBAN AGRICULTURE IN CURUCAMBA, ANANINDEUA, PARA: OPPORTUNITIES AND CHALLENGES",MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,2,Issue,-,MC,Whole issue missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,PESQUISA EM REDE E O DESENVOLVIMENTO REGIONAL,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,THE GEOGRAPHICAL INDICATION OF HANDCRAFTS OF GOLDEN GRASS FOCUSSING ON THE COMMOM-POOL-RESOURCE GOOD GOVERNANCE PRINCIPLES,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,"RURAL TOURISM, PEASANT WOMEN AND ENVIRONMENTAL CONSERVATION: MODEL FOR THE ANALYSIS OF THEIR EMPOWERMENT IN IBEROAMERICA",MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,THE RELATIONSHIP BETWEEN RIVER BASIN MANAGEMENT AND THE RELOCATION OF THE POPULATIONS AFFECTED BY HYDROELECTRIC DAMS,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,RURAL TOURIST ROUTES: CONFLICTS AND CONTRADICTIONS IN THE REGION OF THE VALE DO TAQUARI/RS,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,THE SPATIAL PRODUCTION CIRCUIT OF THE URBAN ECONOMY CIRCUITS: THEORETICAL-METHODOLOGICAL SUBSIDIES FOR CAPTURING TERRITORIAL DYNAMICS,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,FEDERAL POLICIES TO FOSTER SECOND GENERATION ETHANOL IN BRAZIL AND IN THE UNITED STATES: A COMPARATIVE ANALYSIS,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,CONVERGENCE OF THE MUNICIPAL HUMAN DEVELOPMENT IN NORTHEAST BRAZIL,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,INTERACTIONS BETWEEN INTERPERSONAL DISTRUST AND ECONOMIC INEQUALITY IN BRAZIL,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,DIFFICULTIES AND BOTTLENECKS TO ACESS THE PRONAF B IN GARANHUNS - PE,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,"TERRITORIAL DISTRIBUTION OF OCCUPATIONS GENERATED BY THE OIL AND GAS (O&G) ACTIVITY AND THEIR QUALIFICATIONS IN BRAZIL, 2003-13",MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,GOVERNANCE STRUCTURES IN THE LOCAL PRODUCTIVE ARRANGEMENT OF THE BRAZIL NUT IN THE WESTERN BRAZILIAN AMAZON,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,REGIONAL DEVELOPMENT IN BRAZILIAN FEDERALISM: POLICIES FOR EDUCATION,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,WAYS AND (DIS)WAYS OF SCIENCE POLICY AND TECHNOLOGY IN TOCANTINS STATE: UNVEILING THE STANDARD LAMPEDUSA,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,PRO-SUSTAINABILITY INNOVATION: A METHODOLOGICAL PROPOSAL FROM EMPIRICAL STUDY WITH COMPANIES LOCATED IN THE SOUTH OF BAHIA,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,COMMUNITY FOREST MANAGEMENT FROM PARTNERSHIP IN BRAZILIAN AMAZONIA: THE CASE OF FLONA DO TAPAJOS,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-006957,12-Jan-18,Journal,78914999,Revista Brasileira de Gestao e Desenvolvimento Regional,J,Universidade de Taubate,-,2017,13,3,Article ,INNOVATION MODEL FOR BRAZILIAN SMALL AND MEDIUM TECHNOLOGY-BASED ENTERPRISES,MC,Single Article missing,Missing content,-,Spi
Week-2,180112-008637,12-Jan-18,Journal,76542199,Nutrition and Cancer,J,E-flow Taylor and Francis,-,2017,70,1,Issue,-,MC,Whole issue missing,Missing content,-,Spi
Week-2,180112-008219,12-Jan-18,Journal,323443599,Journal of Environmental Health Science and Engineering,J,E-flow BioMed Central,-,2017,15,1,Article ,Removal of precursors and disinfection byproducts (DBPs) by membrane filtration from water; a review,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180112-007849,12-Jan-18,Journal,79267099,International Review of Mechanical Engineering,J,Praise Worthy Prize Inch,-,2017,11,9,Issue,Metabolic Variability of a Multispecies Probiotic Preparation Impacts on the Anti-inflammatory Activity,MC,Whole issue missing,Missing content,-,Spi
Week-2,180112-005929,12-Jan-18,Journal,306284599,Frontiers in Pharmacology,J,Frontiers Media S. A,-,2017,8,-,Article ,Metabolic Variability of a Multispecies Probiotic Preparation Impacts on the Anti-inflammatory Activity,MC,Single Article missing,Missing content,-,Thomson Digital
Week-2,180112-005961,12-Jan-18,Journal,79153699,International Journal of Applied Business and Economic Research,J,Serials Publications,-,2017,15,22,Article ,Foreign Capital in the Modern Russia Economy,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180109-009434,9-Jan-18,Journal,77634799,Journal of Applied Physics,J,E-flow AIP (American Institute of Physics),-,2015,118,2,Article ,Formation of GaN quantum dots by molecular beam epitaxy using NH3 as nitrogen source,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180110-004777,10-Jan-18,Journal,78739199,Man in India,J,Serials Publications,-,2017,97,20,Article,Extradition in the New Criminal and Criminal Procedure Legislation of the Republic of Kazakhstan,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180110-005286,10-Jan-18,Journal,78739199,Man in India,J,Serials Publications,-,2017,97,20,Article,A New Approach for a Special Assessment of the Working Conditions at the Production Factors Impact Through Forecasting the Occupational Risks,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180112-001750,12-Jan-18,Journal,79609299,Asian Journal of Crop Science,J,Asian Network for Scientific Information,-,2018,10,1,Issue,-,MC,Whole issue missing,Missing content,-,Thomson Digital
Week-2,180112-001725,12-Jan-18,Journal,654587224,International Journal of Civil Engineering and Technology,J,IAEME Publication,-,2017,8,12,Article,EFFICIENT MULTIFARIOUS PLANS USED IN WIRELESS MESH NETWORKS,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180112-001851,12-Jan-18,Journal,77638499,Journal of the Electrochemical Society,J,E-flow ECS (Electrochemical Society),-,2017,164,9,Article,A Physically-Based Equivalent Circuit Model for the Impedance of a LiFePO4/Graphite 26650 Cylindrical Cell,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180111-006418,11-Jan-18,Journal,306284399,International Journal of Performance Analysis in Sport,J,E-flow Taylor and Francis,-,2016,16,1,Article,Do better things come in smaller packages? Reducing game duration slows game pace and alters statistics associated with winning in basketball,MC,Single Article missing,Missing content,-,SPI
Week-2,180111-002155,11-Jan-18,Journal,77638499,Journal of the Electrochemical Society,J,E-flow ECS (Electrochemical Society),-,2018,165,2,Article,Synthesis of Al-Zr Master Alloys via the Electrolysis of KF-NaF-AlF3-ZrO2 Melts,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180111-004428,11-Jan-18,Journal,78667499,Journal of Applied Sciences,J,Asian Network for Scientific Information,-,2011,11,16,Article,Thermal Analysis of D-mannitol for Use as Phase Change Material for Latent Heat Storage,MC,Single Article missing,Missing content,-,SPI
Week-2,180111-005970,11-Jan-18,Journal,79608899,Energies,J,MDPI AG,-,2017,10,10,Article,Comparison of Different Solar-Assisted Air Conditioning Systems for Australian Office Buildings,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180111-015873,11-Jan-18,Journal,79649999,Journal of Sustainability Science and Management,J,Universiti Malaysia Terengganu,-,2017,2017,SpecialIssue2,Issue,PRELIMINARY STUDY OF THE COMPRESSIBILITY OF MUNICIPAL SOLID WASTE IN INDONESIAN LANDFILL,MC,Whole issue missing,Missing content,-,Thomson Digital
Week-2,180112-001983,12-Jan-18,Journal,358116199,International Journal of GEOMATE,J,GEOMATE International Society,-,2017,13,39,Article,PRELIMINARY STUDY OF THE COMPRESSIBILITY OF MUNICIPAL SOLID WASTE IN INDONESIAN LANDFILL,MC,Single Article missing,Missing content,-,Thomson Digital
Week-2,180112-002111,12-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2017,12,21,Article,Real-time Servo Control using EtherCAT Master on Real-time Embedded Linux Extensions,MC,Single Article missing,Missing content,-,SPI
Week-2,180112-004544,12-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,-,2015,10,59,Article,IMPLANTABLE CARDIOVERTER DEFIBRILLATOR,MC,Single Article missing,Missing content,-,SPI
Week-2,180112-005141,12-Jan-18,Journal,79231199,Logos (Spain),J,Universidad Complutense de Madrid,-,2017,50,-,Issue,-,MC,Whole issue missing,Missing content,-,Innodata Isogen Inc
Week-2,180112-005299,12-Jan-18,Journal,79629799,Academy of Strategic Management Journal,J,Allied Academies,-,2017,16,Specialissue2,Issue,-,MC,Whole issue missing,Missing content,-,Thomson Digital
Week-2,180112-006181,12-Jan-18,Journal,297614699,Journal of Language and Literature,J,E-Flow PDF Progress IPS LLC,-,2016,7,1,Article,LANGUAGE IN THE STRUCTURE OF ETHNOCULTURAL IDENTITY OF THE TATAR DIASPORA (as exemplified by the Tatar diaspora in China),MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180112-007653,12-Jan-18,Journal,78496799,Marine Drugs,J,MDPI AG,-,2018,16,1,Article,Facial Bone Reconstruction Using Both Marine or Non-Marine Bone Substitutes: Evaluation of Current Outcomes in a Systematic Literature Review,MC,Single Article missing,Missing content,-,Innodata Isogen Inc
Week-2,180108-004184,8-Jan-18,Journal,77112499,Geothermics,J,E-Flow VTW Elsevier,-,2018,72,-,Article,An applicable design method for horizontal spiral-coil-type ground heat exchangers,MC,Single Article missing,Missing content,-,Aptara
Week-2,180107-001052,7-Jan-18,Journal,76494799,The Lancet,J,E-Flow VTW Elsevier,-,2017,390,10113,Article,"Worldwide trends in body-mass index, underweight, overweight, and obesity from 1975 to 2016: a pooled analysis of 2416 population-based measurement studies in 128·9 million children, adolescents, and adults",MC,Single Article missing,Missing content,-,Aptara
Week-2,180106-003072,6-Jan-18,Journal,76522399,Marine Pollution Bulletin,J,E-Flow VTW Elsevier,-,2018,127,-,Article,Spectroscopic analyses and genotoxicity of dioxins in the aquatic environment of Alexandria,MC,Single Article missing,Missing content,-,Aptara
Week-2,180108-006229,8-Jan-18,Journal,77103099,Engineering Structures,J,E-Flow VTW Elsevier,-,2018,156,-,Article,Prediction of the fundamental frequencies and modal shapes of historic masonry towers by empirical equations based on experimental data,MC,Single Article missing,Missing content,-,Aptara
Week-2,180110-009142,10-Jan-18,Journal,76183999,Analytica Chimica Acta,J,E-Flow VTW Elsevier,-,2018,1000,-,Article,Ultrasensitive flexible FET-type aptasensor for CA 125 cancer marker detection based on carboxylated multiwalled carbon nanotubes immobilized onto reduced graphene oxide film,MC,Single Article missing,Missing content,-,Aptara
Week-2,180111-000619,11-Jan-18,Journal,77551799,Progress in Natural Science: Materials International,J,E-Flow VTW Elsevier,-,2012,22,2,Article,Synthesis of PbS–K2La2Ti3O10 composite and its photocatalytic activity for hydrogen production,MC,Single Article missing,Missing content,-,Aptara
Week-2,180108-007289,8-Jan-18,Journal,77935199,Economics Letters,J,E-Flow VTW Elsevier,-,2017,161,-,Article,Nonlinearities in the response of real GDP to oil price shocks,MC,Single Article missing,Missing content,-,Aptara
Week-2,180109-000048,9-Jan-18,Journal,77066499,Advances in Water Resources,J,E-Flow VTW Elsevier,-,2017,110,-,Article,Optimal estimation and scheduling in aquifer management using the rapid feedback control method,MC,Single Article missing,Missing content,-,Aptara
Week-2,180109-006826,9-Jan-18,Journal,77921499,Journal of Visual Languages and Computing,J,E-Flow VTW Elsevier,-,2017,42,-,Article,ImAtHome: Making trigger-action programming easy and fun,MC,Single Article missing,Missing content,-,Aptara
Week-2,180110-011413,10-Jan-18,Journal,77161299,Lithos,J,E-Flow VTW Elsevier,-,2017,282/283,-,Article,"Titanite-bearing calc-silicate rocks constrain timing, duration and magnitude of metamorphic CO2 degassing in the Himalayan belt",MC,Single Article missing,Missing content,-,Aptara
Week-2,180110-013925,10-Jan-18,Journal,77094399,Earth and Planetary Science Letters,J,E-Flow VTW Elsevier,-,2018,481,-,Article,Early-Holocene greening of the Afro-Asian dust belt changed sources of mineral dust in West Asia,MC,Single Article missing,Missing content,-,Aptara
Week-2,180106-003273,6-Jan-18,Journal,76952799,Biological Conservation,J,E-Flow VTW Elsevier,1,2016,204,-,-,-,DC,Author name correction,Data corrections,Missing,Aptara
Week-2,180106-001452,6-Jan-18,Journal,76659799,Transplantation,J,E-flow Lippincott Williams and Wilkins,1,2014,97,8,-,-,DC,Author name correction,Data corrections,Missing,Innodata Isogen Inc
Week-2,180106-001427,6-Jan-18,Journal,259427899,International Journal of Pure and Applied Mathematics,J,Academic Press,1,2017,116,-,-,-,DC,Author name correction,Data corrections,Missing,Innodata Isogen Inc
Week-2,180108-001682,8-Jan-18,Journal,76527199,Nature,J,E-flow Nature Publishing Group,1,2000,403,6772,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180107-003612,7-Jan-18,Journal,342663999,International Journal of Instruction,J,Eskisehir Osmangazi University,1,2018,11,1,-,-,DC,Affiliation correction,Data corrections,Error,Thomson Digital
Week-2,180107-002899,7-Jan-18,Proceeding,79778099,Energy Procedia,P,E-Flow Elsevier,1,2017,124,-,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-006024,8-Jan-18,Journal,79018499,Asian Journal of Civil Engineering,J,E-Flow Springer,1,2012,13,4,-,-,DC,Item type correction,Data corrections,Error,Thomson Digital
Week-2,180106-004618,6-Jan-18,Journal,301981399,International Journal of Nanoelectronics and Materials,J,Universiti Malaysia Perlis,1,2017,10,2,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180108-005615,8-Jan-18,Journal,77494799,Physica E: Low-Dimensional Systems and Nanostructures,J,E-Flow Elsevier,1,2018,97,-,-,-,DC,Author name correction,Data corrections,Error,Aptara
Week-2,180108-005540,8-Jan-18,Journal,77388799,IEEE Transactions on Magnetics,J,E-flow IEEE,1,2016,52,3,-,-,DC,Item type correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-005785,8-Jan-18,Journal,77468599,Mechanics Research Communications,J,E-Flow Elsevier,1,2018,87,-,-,-,DC,Author name correction,Data corrections,Error,Aptara
Week-2,180108-005484,8-Jan-18,Journal,80079399,Cell Death and Disease,J,E-flow Nature Publishing Group,1,2016,7,9,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180109-001599,9-Jan-18,Journal,76917599,Journal of Computational Biology,J,E-flow Mary Ann Liebert,1,2017,24,11,-,-,DC,Affiliation correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-004539,8-Jan-18,Journal,77848799,Molecular Physics,J,E-flow Taylor and Francis,1,2018,116,2,-,-,DC,Reference correction,Data corrections,Error,Spi
Week-2,180109-002216,9-Jan-18,Journal,77799599,Physical Review B - Condensed Matter and Materials Physics,J,Web Portal American Physical Society,1,1996,54,18,-,-,DC,Author name correction,Data corrections,Missing,Innodata Isogen Inc
Week-2,180108-003747,8-Jan-18,Journal,80142299,Advanced Science Letters,J,American Scientific Publishers,1,2017,23,4,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180108-008074,8-Jan-18,Journal,79726099,Oxidative Medicine and Cellular Longevity,J,E-Flow Hindawi Publishing,1,2017,2017,-,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-006999,8-Jan-18,Journal,78864799,International Journal of Sustainable Development and Planning,J,E-flow WITPress,1,2017,13,1,-,-,DC,Publication year correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180106-004573,6-Jan-18,Journal,314729699,Journal of Materials Chemistry C,J,E-flow Royal Society of Chemistry,1,2017,6,1,-,-,DC,Publication year correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-006586,8-Jan-18,Journal,297329899,Materials,J,MDPI AG,1,2017,11,1,-,-,DC,Publication year correction,Data corrections,Error,Thomson Digital
Week-2,180108-002523,8-Jan-18,Proceeding,664241382,"3rd IEEE Conference on Power Engineering and Renewable Energy, ICPERE 2016",P,E-flow IEEE,1,2016,-,-,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-001809,8-Jan-18,Journal,77980599,International Applied Mechanics,J,E-Flow Springer,1,1973,7,3,-,-,DC,Affiliation correction,Data corrections,Error,Spi
Week-2,180109-002821,9-Jan-18,Proceeding,666544318,"ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",P,E-flow Copernicus GmbH,1,2017,4,-,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-009167,8-Jan-18,Proceeding,796955299,"Proceedings - 2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2017",P,E-flow IEEE,1,2017,-,-,-,-,DC,Reference correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-003571,8-Jan-18,Journal,78744099,Zootaxa,J,Magnolia Press,2,2017,4269,4,-,-,DC,Author name correction and Affiliation correction,Data corrections,Missing,Innodata Isogen Inc
Week-2,180109-005647,9-Jan-18,Journal,645485829,Applied Sciences (Switzerland),J,MDPI AG,1,2017,8,1,-,-,DC,Publication year correction,Data corrections,Error,Thomson Digital
Week-2,180108-003793,8-Jan-18,Journal,78097099,Agro Food Industry Hi-Tech,J,TeknoScienze,1,2017,28,3,-,-,DC,Affiliation correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180107-003827,7-Jan-18,Journal,78339299,Journal of the Faculty of Engineering and Architecture of Gazi University,J,Gazi Universitesi Muhendislik-Mimarlik,1,2017,32,4,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180107-000675,7-Jan-18,Journal,77930299,Applied Soft Computing Journal,J,E-Flow Elsevier,1,2017,56,-,-,-,DC,Affiliation correction,Data corrections,Error,Aptara
Week-2,180108-005249,8-Jan-18,Journal,77569699,SIAM Journal on Applied Mathematics,J,Society for Industrial and Applied Mathematics Publications,1,2013,73,4,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-004177,8-Jan-18,Proceeding,78865399,WIT Transactions on the Built Environment,P,E-flow WITPress,1,2018,176,-,-,-,DC,Publication year correction,Data corrections,Error,Spi
Week-2,180109-004995,9-Jan-18,Journal,79153699,International Journal of Applied Business and Economic Research,J,Serials Publications,1,2017,15,7,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180107-001105,7-Jan-18,Journal,78265499,Simulation Modelling Practice and Theory,J,E-Flow Elsevier,1,2015,64,-,-,-,DC,Publication year correction,Data corrections,Error,Aptara
Week-2,180109-004995,9-Jan-18,Journal,79153699,International Journal of Applied Business and Economic Research,J,Serials Publications,1,2017,15,7,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-001797,8-Jan-18,Journal,77158599,Journal of Geophysical Research: Atmospheres,J,E-flow Wiley Blackwell,1,1998,103,-,-,-,DC,Affiliation correction,Data corrections,Error,Spi
Week-2,180108-004343,8-Jan-18,Journal,77494599,Physica C: Superconductivity and its Applications,J,E-Flow Elsevier,1,1989,162,-,-,-,DC,Author name correction,Data corrections,Missing,Aptara
Week-2,180109-005861,9-Jan-18,Journal,76644399,Science of the Total Environment,J,E-Flow Elsevier,1,2011,409,19,-,-,DC,Author name correction,Data corrections,Error,Aptara
Week-2,180109-006069,9-Jan-18,Journal,301972099,Oncotarget,J,Impact Journals LLC,1,2015,6,15,-,-,DC,Reference correction,Data corrections,Error,Thomson Digital
Week-2,180108-007762,8-Jan-18,Proceeding,788113699,Smart City 360 2016 - 2nd EAI International Summit,P,EI Proceedings / not curran / noncurran,1,2016,-,-,-,-,DC,Reference correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-010291,8-Jan-18,Journal,79634599,Journal on Computing and Cultural Heritage,J,E-flow ACM (Association for Computing Machinery),1,2017,11,1,-,-,DC,Item type correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-005951,8-Jan-18,Journal,76786799,Cellular Physiology and Biochemistry,J,E-flow Karger,1,2017,44,2,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180109-004939,9-Jan-18,Journal,78960599,PLoS Neglected Tropical Diseases,J,Web Portal Public Library of Science,1,2015,9,3,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180109-008715,9-Jan-18,Journal,77745099,Planetary and Space Science,J,E-Flow Elsevier,1,2016,129,-,-,-,DC,Author name correction,Data corrections,Missing,Aptara
Week-2,180110-000451,10-Jan-18,Journal,76781699,Journal of Sports Sciences,J,E-flow Taylor and Francis,1,1984,2,2,-,-,DC,Title correction,Data corrections,Error,Spi
Week-2,180109-003360,9-Jan-18,Journal,76538099,Brain and Nerve,J,Igaku-Shoin Ltd,1,2017,69,10,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-003030,8-Jan-18,Journal,294966899,International Journal of Social Robotics,J,E-Flow Springer,1,2010,2,3,-,-,DC,Reference correction,Data corrections,Error,Spi
Week-2,180107-000000,7-Jan-18,Journal,79001799,Espacios,J,SciELO-Scientific Electronic Library Online,1,2017,38,60,-,-,DC,Reference correction,Data corrections,Error,Thomson Digital
Week-2,180110-001064,10-Jan-18,Proceeding,79926599,IOP Conference Series: Materials Science and Engineering,P,Web Portal IOP,1,2017,271,1,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180110-002569,10-Jan-18,Journal,78002999,Technical Physics Letters,J,E-Flow Springer,1,2017,43,11,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180109-013089,9-Jan-18,Journal,76473499,Journal of Virology,J,American Society for Microbiology,1,2015,89,18,-,-,DC,Author name correction,Data corrections,Error,Thomson Digital
Week-2,180107-002604,7-Jan-18,Journal,76808999,Osteoporosis International,J,E-Flow Springer,1,1993,3,1,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180107-004087,7-Jan-18,Journal,76940299,Journal of Fish Biology,J,E-flow Wiley Blackwell,1,2017,91,6,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180108-007631,8-Jan-18,Journal,79128199,Opcion,J,SciELO-Scientific Electronic Library Online,1,2016,32,-,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180110-001813,10-Jan-18,Journal,77925299,The Lancet Infectious Diseases,J,E-Flow VTW Elsevier,1,2016,16,5,-,-,DC,Author name correction,Data corrections,Error,Aptara
Week-2,180110-001813,10-Jan-18,Journal,76425199,Journal of Antimicrobial Chemotherapy,J,E-flow Oxford University Press,1,2017,72,4,-,-,DC,Author name correction,Data corrections,Error,Thomson Digital
Week-2,180108-009355,8-Jan-18,Journal,77566499,Scripta Materialia,J,E-Flow Elsevier,1,2016,121,-,-,-,DC,Reference correction,Data corrections,Error,Aptara
Week-2,180109-002186,9-Jan-18,Journal,76905499,Work,J,E-flow IOS Press,1,2015,51,4,-,-,DC,Author name correction,Data corrections,Missing,Innodata Isogen Inc
Week-2,180110-001582,10-Jan-18,Journal,295802099,International Journal of Applied Engineering Research,J,Research India Publications,1,2015,10,9,-,-,DC,Author name correction,Data corrections,Error,Spi
Week-2,180110-001064,10-Jan-18,Proceeding,79926599,IOP Conference Series: Materials Science and Engineering,P,Web Portal IOP,1,2017,271,1,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-009167,8-Jan-18,Proceeding,796955299,"Proceedings - 2017 IEEE 26th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE 2017",P,E-flow IEEE,1,2017,-,-,-,-,DC,Reference correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180109-006362,9-Jan-18,Proceeding,800694099,"2017 IEEE Manchester PowerTech, Powertech 2017",P,E-flow IEEE,1,2017,-,-,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180110-004744,10-Jan-18,Journal,290393199,International Journal of Imaging and Robotics,J,CESER Publications,1,2012,9,1,-,-,DC,Publication year correction,Data corrections,Error,Spi
Week-2,180110-003922,10-Jan-18,Journal,79113899,PLoS ONE,J,Web Portal Public Library of Science,1,2012,7,7,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180110-002822,10-Jan-18,Journal,76571499,Proceedings of the National Academy of Sciences of the United States of America,J,National Academy of Sciences,1,2003,100,23,-,-,DC,Author name correction,Data corrections,Missing,Innodata Isogen Inc
Week-2,180109-006362,9-Jan-18,Proceeding,800694099,"2017 IEEE Manchester PowerTech, Powertech 2017",P,E-flow IEEE,1,2017,-,-,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
Week-2,180108-014353,8-Jan-18,Journal,76968099,IAWA Journal,J,E-Flow Brill Academic Publishers,1,2014,35,3,-,-,DC,Author name correction,Data corrections,Error,Innodata Isogen Inc
